campaign.resource_name,campaign.name,campaign.id,metrics.clicks,metrics.conversions_value,metrics.conversions,metrics.cost_micros,metrics.ctr,metrics.average_cpc,metrics.impressions,segments.date,geographic_view.resource_name,geographic_view.location_type,geographic_view.country_criterion_id
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,30,0.0,0.0,30332661,0.03184713375796178,1011088.7,942,2026-03-18,customers/3123559470/geographicViews/2840~AREA_OF_INTEREST,2,2840
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,4,0.0,0.0,18342664,0.06153846153846154,4585666.0,65,2026-03-23,customers/3123559470/geographicViews/2840~AREA_OF_INTEREST,2,2840
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,18,0.0,0.0,17313281,0.02538787023977433,961848.9444444445,709,2026-03-17,customers/3123559470/geographicViews/2840~AREA_OF_INTEREST,2,2840
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,13,0.0,0.0,13245040,0.03140096618357488,1018849.2307692308,414,2026-03-17,customers/3123559470/geographicViews/2840~LOCATION_OF_PRESENCE,3,2840
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,10,0.0,0.0,11405648,0.06134969325153374,1140564.8,163,2026-03-19,customers/3123559470/geographicViews/2840~LOCATION_OF_PRESENCE,3,2840
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,38,0.0,0.0,10652101,0.0892018779342723,280318.44736842107,426,2026-03-22,customers/3123559470/geographicViews/2840~LOCATION_OF_PRESENCE,3,2840
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,12,0.0,0.0,10484250,0.02553191489361702,873687.5,470,2026-03-20,customers/3123559470/geographicViews/2840~AREA_OF_INTEREST,2,2840
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,15,0.0,0.0,9870550,0.03968253968253968,658036.6666666666,378,2026-03-16,customers/3123559470/geographicViews/2840~AREA_OF_INTEREST,2,2840
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,15,0.0,0.0,7794032,0.019083969465648856,519602.13333333336,786,2026-03-19,customers/3123559470/geographicViews/2840~AREA_OF_INTEREST,2,2840
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,4,0.0,0.0,5877033,0.05405405405405406,1469258.25,74,2026-03-20,customers/3123559470/geographicViews/2840~LOCATION_OF_PRESENCE,3,2840
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,24,0.0,0.0,5623994,0.05466970387243736,234333.08333333334,439,2026-03-22,customers/3123559470/geographicViews/2840~AREA_OF_INTEREST,2,2840
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,10,0.0,0.0,3969422,0.050505050505050504,396942.2,198,2026-03-21,customers/3123559470/geographicViews/2840~LOCATION_OF_PRESENCE,3,2840
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,2,0.0,0.0,1984210,0.015503875968992248,992105.0,129,2026-03-18,customers/3123559470/geographicViews/2840~LOCATION_OF_PRESENCE,3,2840
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,7,0.0,0.0,1359215,0.034482758620689655,194173.57142857142,203,2026-03-21,customers/3123559470/geographicViews/2840~AREA_OF_INTEREST,2,2840
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,1,0.0,0.0,224811,0.015151515151515152,224811.0,66,2026-03-16,customers/3123559470/geographicViews/2840~LOCATION_OF_PRESENCE,3,2840
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0.0,0,0.0,,9,2026-03-15,customers/3123559470/geographicViews/2840~AREA_OF_INTEREST,2,2840
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0.0,0,0.0,,1,2026-03-15,customers/3123559470/geographicViews/2840~LOCATION_OF_PRESENCE,3,2840
customers/3123559470/campaigns/23652899436,Event Venue Orlando,23652899436,0,0.0,0.0,0,0.0,,30,2026-03-23,customers/3123559470/geographicViews/2840~LOCATION_OF_PRESENCE,3,2840
