brand,month,platform,source_type,entity_id,entity_name,media_id,media_type,media_product_type,metric_name,metric_value,date,permalink,timestamp,caption_snippet
cheese_to_share,2026-04,facebook,account,101596857874204,Cheese To Share,,,,fb_followers,1183,,,,
cheese_to_share,2026-04,facebook,account,101596857874204,Cheese To Share,,,,fb_reach,,,,,
cheese_to_share,2026-04,facebook,account,101596857874204,Cheese To Share,,,,fb_impressions,,,,,
cheese_to_share,2026-04,facebook,account,101596857874204,Cheese To Share,,,,fb_engaged_users,,,,,
cheese_to_share,2026-04,instagram,account,17841418188773611,Cheese To Share,,,,ig_followers,8566,,,,
cheese_to_share,2026-04,instagram,account,17841418188773611,Cheese To Share,,,,ig_monthly_reach,6700,,,,
cheese_to_share,2026-04,instagram,post,17920861224125698,Cheese To Share,17920861224125698,VIDEO,REELS,reach,87,2026-04-15,https://www.instagram.com/reel/DXKnGw4CDaR/,2026-04-15T20:31:27+0000,"One of our craziest catering days ever… and it taught us EVERYTHING 😅🚗📦

Perfect conditions are rare"
cheese_to_share,2026-04,instagram,post,17920861224125698,Cheese To Share,17920861224125698,VIDEO,REELS,views,134,2026-04-15,https://www.instagram.com/reel/DXKnGw4CDaR/,2026-04-15T20:31:27+0000,"One of our craziest catering days ever… and it taught us EVERYTHING 😅🚗📦

Perfect conditions are rare"
cheese_to_share,2026-04,instagram,post,17920861224125698,Cheese To Share,17920861224125698,VIDEO,REELS,likes,6,2026-04-15,https://www.instagram.com/reel/DXKnGw4CDaR/,2026-04-15T20:31:27+0000,"One of our craziest catering days ever… and it taught us EVERYTHING 😅🚗📦

Perfect conditions are rare"
cheese_to_share,2026-04,instagram,post,17920861224125698,Cheese To Share,17920861224125698,VIDEO,REELS,comments,0,2026-04-15,https://www.instagram.com/reel/DXKnGw4CDaR/,2026-04-15T20:31:27+0000,"One of our craziest catering days ever… and it taught us EVERYTHING 😅🚗📦

Perfect conditions are rare"
cheese_to_share,2026-04,instagram,post,17920861224125698,Cheese To Share,17920861224125698,VIDEO,REELS,shares,0,2026-04-15,https://www.instagram.com/reel/DXKnGw4CDaR/,2026-04-15T20:31:27+0000,"One of our craziest catering days ever… and it taught us EVERYTHING 😅🚗📦

Perfect conditions are rare"
cheese_to_share,2026-04,instagram,post,17920861224125698,Cheese To Share,17920861224125698,VIDEO,REELS,saved,1,2026-04-15,https://www.instagram.com/reel/DXKnGw4CDaR/,2026-04-15T20:31:27+0000,"One of our craziest catering days ever… and it taught us EVERYTHING 😅🚗📦

Perfect conditions are rare"
cheese_to_share,2026-04,instagram,post,18030373259620296,Cheese To Share,18030373259620296,VIDEO,REELS,reach,443,2026-04-14,https://www.instagram.com/reel/DXHzGp4kXN_/,2026-04-14T18:19:08+0000,There’s ALWAYS that one person who says “just one bite”… and suddenly the whole table is involved 😂🥄
cheese_to_share,2026-04,instagram,post,18030373259620296,Cheese To Share,18030373259620296,VIDEO,REELS,views,571,2026-04-14,https://www.instagram.com/reel/DXHzGp4kXN_/,2026-04-14T18:19:08+0000,There’s ALWAYS that one person who says “just one bite”… and suddenly the whole table is involved 😂🥄
cheese_to_share,2026-04,instagram,post,18030373259620296,Cheese To Share,18030373259620296,VIDEO,REELS,likes,18,2026-04-14,https://www.instagram.com/reel/DXHzGp4kXN_/,2026-04-14T18:19:08+0000,There’s ALWAYS that one person who says “just one bite”… and suddenly the whole table is involved 😂🥄
cheese_to_share,2026-04,instagram,post,18030373259620296,Cheese To Share,18030373259620296,VIDEO,REELS,comments,1,2026-04-14,https://www.instagram.com/reel/DXHzGp4kXN_/,2026-04-14T18:19:08+0000,There’s ALWAYS that one person who says “just one bite”… and suddenly the whole table is involved 😂🥄
cheese_to_share,2026-04,instagram,post,18030373259620296,Cheese To Share,18030373259620296,VIDEO,REELS,shares,2,2026-04-14,https://www.instagram.com/reel/DXHzGp4kXN_/,2026-04-14T18:19:08+0000,There’s ALWAYS that one person who says “just one bite”… and suddenly the whole table is involved 😂🥄
cheese_to_share,2026-04,instagram,post,18030373259620296,Cheese To Share,18030373259620296,VIDEO,REELS,saved,1,2026-04-14,https://www.instagram.com/reel/DXHzGp4kXN_/,2026-04-14T18:19:08+0000,There’s ALWAYS that one person who says “just one bite”… and suddenly the whole table is involved 😂🥄
cheese_to_share,2026-04,instagram,post,18096315434472193,Cheese To Share,18096315434472193,VIDEO,REELS,reach,917,2026-04-13,https://www.instagram.com/reel/DXFPIN6koyf/,2026-04-13T18:26:12+0000,"Some orders aren’t just dessert… they’re secrets 😳💌
We got trusted with a gender reveal envelope and"
cheese_to_share,2026-04,instagram,post,18096315434472193,Cheese To Share,18096315434472193,VIDEO,REELS,views,1327,2026-04-13,https://www.instagram.com/reel/DXFPIN6koyf/,2026-04-13T18:26:12+0000,"Some orders aren’t just dessert… they’re secrets 😳💌
We got trusted with a gender reveal envelope and"
cheese_to_share,2026-04,instagram,post,18096315434472193,Cheese To Share,18096315434472193,VIDEO,REELS,likes,43,2026-04-13,https://www.instagram.com/reel/DXFPIN6koyf/,2026-04-13T18:26:12+0000,"Some orders aren’t just dessert… they’re secrets 😳💌
We got trusted with a gender reveal envelope and"
cheese_to_share,2026-04,instagram,post,18096315434472193,Cheese To Share,18096315434472193,VIDEO,REELS,comments,5,2026-04-13,https://www.instagram.com/reel/DXFPIN6koyf/,2026-04-13T18:26:12+0000,"Some orders aren’t just dessert… they’re secrets 😳💌
We got trusted with a gender reveal envelope and"
cheese_to_share,2026-04,instagram,post,18096315434472193,Cheese To Share,18096315434472193,VIDEO,REELS,shares,4,2026-04-13,https://www.instagram.com/reel/DXFPIN6koyf/,2026-04-13T18:26:12+0000,"Some orders aren’t just dessert… they’re secrets 😳💌
We got trusted with a gender reveal envelope and"
cheese_to_share,2026-04,instagram,post,18096315434472193,Cheese To Share,18096315434472193,VIDEO,REELS,saved,0,2026-04-13,https://www.instagram.com/reel/DXFPIN6koyf/,2026-04-13T18:26:12+0000,"Some orders aren’t just dessert… they’re secrets 😳💌
We got trusted with a gender reveal envelope and"
cheese_to_share,2026-04,instagram,post,17903103966404994,Cheese To Share,17903103966404994,VIDEO,REELS,reach,284,2026-04-11,https://www.instagram.com/reel/DXAFkWOil0Y/,2026-04-11T18:27:17+0000,We’re celebrating 21 years of Avalon Park tomorrow at Absolutely Avalon 2026 ✨Join us in Downtown Av
cheese_to_share,2026-04,instagram,post,17903103966404994,Cheese To Share,17903103966404994,VIDEO,REELS,views,387,2026-04-11,https://www.instagram.com/reel/DXAFkWOil0Y/,2026-04-11T18:27:17+0000,We’re celebrating 21 years of Avalon Park tomorrow at Absolutely Avalon 2026 ✨Join us in Downtown Av
cheese_to_share,2026-04,instagram,post,17903103966404994,Cheese To Share,17903103966404994,VIDEO,REELS,likes,9,2026-04-11,https://www.instagram.com/reel/DXAFkWOil0Y/,2026-04-11T18:27:17+0000,We’re celebrating 21 years of Avalon Park tomorrow at Absolutely Avalon 2026 ✨Join us in Downtown Av
cheese_to_share,2026-04,instagram,post,17903103966404994,Cheese To Share,17903103966404994,VIDEO,REELS,comments,0,2026-04-11,https://www.instagram.com/reel/DXAFkWOil0Y/,2026-04-11T18:27:17+0000,We’re celebrating 21 years of Avalon Park tomorrow at Absolutely Avalon 2026 ✨Join us in Downtown Av
cheese_to_share,2026-04,instagram,post,17903103966404994,Cheese To Share,17903103966404994,VIDEO,REELS,shares,0,2026-04-11,https://www.instagram.com/reel/DXAFkWOil0Y/,2026-04-11T18:27:17+0000,We’re celebrating 21 years of Avalon Park tomorrow at Absolutely Avalon 2026 ✨Join us in Downtown Av
cheese_to_share,2026-04,instagram,post,17903103966404994,Cheese To Share,17903103966404994,VIDEO,REELS,saved,0,2026-04-11,https://www.instagram.com/reel/DXAFkWOil0Y/,2026-04-11T18:27:17+0000,We’re celebrating 21 years of Avalon Park tomorrow at Absolutely Avalon 2026 ✨Join us in Downtown Av
cheese_to_share,2026-04,instagram,post,18204658975327307,Cheese To Share,18204658975327307,VIDEO,REELS,reach,789,2026-04-10,https://www.instagram.com/reel/DW9wq1Uimi-/,2026-04-10T20:45:25+0000,"Lowkey… a lot of our best drops started as someone saying “what if…?” 👀🍰 We actually test ideas, twe"
cheese_to_share,2026-04,instagram,post,18204658975327307,Cheese To Share,18204658975327307,VIDEO,REELS,views,1171,2026-04-10,https://www.instagram.com/reel/DW9wq1Uimi-/,2026-04-10T20:45:25+0000,"Lowkey… a lot of our best drops started as someone saying “what if…?” 👀🍰 We actually test ideas, twe"
cheese_to_share,2026-04,instagram,post,18204658975327307,Cheese To Share,18204658975327307,VIDEO,REELS,likes,65,2026-04-10,https://www.instagram.com/reel/DW9wq1Uimi-/,2026-04-10T20:45:25+0000,"Lowkey… a lot of our best drops started as someone saying “what if…?” 👀🍰 We actually test ideas, twe"
cheese_to_share,2026-04,instagram,post,18204658975327307,Cheese To Share,18204658975327307,VIDEO,REELS,comments,6,2026-04-10,https://www.instagram.com/reel/DW9wq1Uimi-/,2026-04-10T20:45:25+0000,"Lowkey… a lot of our best drops started as someone saying “what if…?” 👀🍰 We actually test ideas, twe"
cheese_to_share,2026-04,instagram,post,18204658975327307,Cheese To Share,18204658975327307,VIDEO,REELS,shares,2,2026-04-10,https://www.instagram.com/reel/DW9wq1Uimi-/,2026-04-10T20:45:25+0000,"Lowkey… a lot of our best drops started as someone saying “what if…?” 👀🍰 We actually test ideas, twe"
cheese_to_share,2026-04,instagram,post,18204658975327307,Cheese To Share,18204658975327307,VIDEO,REELS,saved,1,2026-04-10,https://www.instagram.com/reel/DW9wq1Uimi-/,2026-04-10T20:45:25+0000,"Lowkey… a lot of our best drops started as someone saying “what if…?” 👀🍰 We actually test ideas, twe"
cheese_to_share,2026-04,instagram,post,18093572738133565,Cheese To Share,18093572738133565,VIDEO,REELS,reach,267,2026-04-09,https://www.instagram.com/reel/DW60pMfFWFb/,2026-04-09T17:22:28+0000,"Cheesecake lovers… consider this your sign 🚨🍰
Two new Basque drops are waiting: Oreo Brownie or Dulc"
cheese_to_share,2026-04,instagram,post,18093572738133565,Cheese To Share,18093572738133565,VIDEO,REELS,views,356,2026-04-09,https://www.instagram.com/reel/DW60pMfFWFb/,2026-04-09T17:22:28+0000,"Cheesecake lovers… consider this your sign 🚨🍰
Two new Basque drops are waiting: Oreo Brownie or Dulc"
cheese_to_share,2026-04,instagram,post,18093572738133565,Cheese To Share,18093572738133565,VIDEO,REELS,likes,10,2026-04-09,https://www.instagram.com/reel/DW60pMfFWFb/,2026-04-09T17:22:28+0000,"Cheesecake lovers… consider this your sign 🚨🍰
Two new Basque drops are waiting: Oreo Brownie or Dulc"
cheese_to_share,2026-04,instagram,post,18093572738133565,Cheese To Share,18093572738133565,VIDEO,REELS,comments,1,2026-04-09,https://www.instagram.com/reel/DW60pMfFWFb/,2026-04-09T17:22:28+0000,"Cheesecake lovers… consider this your sign 🚨🍰
Two new Basque drops are waiting: Oreo Brownie or Dulc"
cheese_to_share,2026-04,instagram,post,18093572738133565,Cheese To Share,18093572738133565,VIDEO,REELS,shares,0,2026-04-09,https://www.instagram.com/reel/DW60pMfFWFb/,2026-04-09T17:22:28+0000,"Cheesecake lovers… consider this your sign 🚨🍰
Two new Basque drops are waiting: Oreo Brownie or Dulc"
cheese_to_share,2026-04,instagram,post,18093572738133565,Cheese To Share,18093572738133565,VIDEO,REELS,saved,0,2026-04-09,https://www.instagram.com/reel/DW60pMfFWFb/,2026-04-09T17:22:28+0000,"Cheesecake lovers… consider this your sign 🚨🍰
Two new Basque drops are waiting: Oreo Brownie or Dulc"
cheese_to_share,2026-04,instagram,post,17853150015647217,Cheese To Share,17853150015647217,VIDEO,REELS,reach,260,2026-04-08,https://www.instagram.com/reel/DW4ArGBjUDl/,2026-04-08T15:09:33+0000,"Okay… we’re obsessed 😭🍫
This Oreo Brownie Basque has that perfect crunchy/smooth combo.

Save this f"
cheese_to_share,2026-04,instagram,post,17853150015647217,Cheese To Share,17853150015647217,VIDEO,REELS,views,347,2026-04-08,https://www.instagram.com/reel/DW4ArGBjUDl/,2026-04-08T15:09:33+0000,"Okay… we’re obsessed 😭🍫
This Oreo Brownie Basque has that perfect crunchy/smooth combo.

Save this f"
cheese_to_share,2026-04,instagram,post,17853150015647217,Cheese To Share,17853150015647217,VIDEO,REELS,likes,13,2026-04-08,https://www.instagram.com/reel/DW4ArGBjUDl/,2026-04-08T15:09:33+0000,"Okay… we’re obsessed 😭🍫
This Oreo Brownie Basque has that perfect crunchy/smooth combo.

Save this f"
cheese_to_share,2026-04,instagram,post,17853150015647217,Cheese To Share,17853150015647217,VIDEO,REELS,comments,0,2026-04-08,https://www.instagram.com/reel/DW4ArGBjUDl/,2026-04-08T15:09:33+0000,"Okay… we’re obsessed 😭🍫
This Oreo Brownie Basque has that perfect crunchy/smooth combo.

Save this f"
cheese_to_share,2026-04,instagram,post,17853150015647217,Cheese To Share,17853150015647217,VIDEO,REELS,shares,0,2026-04-08,https://www.instagram.com/reel/DW4ArGBjUDl/,2026-04-08T15:09:33+0000,"Okay… we’re obsessed 😭🍫
This Oreo Brownie Basque has that perfect crunchy/smooth combo.

Save this f"
cheese_to_share,2026-04,instagram,post,17853150015647217,Cheese To Share,17853150015647217,VIDEO,REELS,saved,0,2026-04-08,https://www.instagram.com/reel/DW4ArGBjUDl/,2026-04-08T15:09:33+0000,"Okay… we’re obsessed 😭🍫
This Oreo Brownie Basque has that perfect crunchy/smooth combo.

Save this f"
cheese_to_share,2026-04,instagram,post,18335828926169911,Cheese To Share,18335828926169911,VIDEO,REELS,reach,365,2026-04-07,https://www.instagram.com/reel/DW1rQq0gXRQ/,2026-04-07T17:23:47+0000,"Simple ingredients… high standards 😮💨✨
That’s the whole game. We obsess over the little details so t"
cheese_to_share,2026-04,instagram,post,18335828926169911,Cheese To Share,18335828926169911,VIDEO,REELS,views,508,2026-04-07,https://www.instagram.com/reel/DW1rQq0gXRQ/,2026-04-07T17:23:47+0000,"Simple ingredients… high standards 😮💨✨
That’s the whole game. We obsess over the little details so t"
cheese_to_share,2026-04,instagram,post,18335828926169911,Cheese To Share,18335828926169911,VIDEO,REELS,likes,29,2026-04-07,https://www.instagram.com/reel/DW1rQq0gXRQ/,2026-04-07T17:23:47+0000,"Simple ingredients… high standards 😮💨✨
That’s the whole game. We obsess over the little details so t"
cheese_to_share,2026-04,instagram,post,18335828926169911,Cheese To Share,18335828926169911,VIDEO,REELS,comments,0,2026-04-07,https://www.instagram.com/reel/DW1rQq0gXRQ/,2026-04-07T17:23:47+0000,"Simple ingredients… high standards 😮💨✨
That’s the whole game. We obsess over the little details so t"
cheese_to_share,2026-04,instagram,post,18335828926169911,Cheese To Share,18335828926169911,VIDEO,REELS,shares,0,2026-04-07,https://www.instagram.com/reel/DW1rQq0gXRQ/,2026-04-07T17:23:47+0000,"Simple ingredients… high standards 😮💨✨
That’s the whole game. We obsess over the little details so t"
cheese_to_share,2026-04,instagram,post,18335828926169911,Cheese To Share,18335828926169911,VIDEO,REELS,saved,1,2026-04-07,https://www.instagram.com/reel/DW1rQq0gXRQ/,2026-04-07T17:23:47+0000,"Simple ingredients… high standards 😮💨✨
That’s the whole game. We obsess over the little details so t"
cheese_to_share,2026-04,instagram,post,18077143448148150,Cheese To Share,18077143448148150,VIDEO,REELS,reach,512,2026-04-06,https://www.instagram.com/reel/DWzZhHeAgIK/,2026-04-06T20:10:44+0000,Calling all the “just one bite” people… you’re not surviving this one 😂🥖🔥Napolitano + Mac & Cheese b
cheese_to_share,2026-04,instagram,post,18077143448148150,Cheese To Share,18077143448148150,VIDEO,REELS,views,645,2026-04-06,https://www.instagram.com/reel/DWzZhHeAgIK/,2026-04-06T20:10:44+0000,Calling all the “just one bite” people… you’re not surviving this one 😂🥖🔥Napolitano + Mac & Cheese b
cheese_to_share,2026-04,instagram,post,18077143448148150,Cheese To Share,18077143448148150,VIDEO,REELS,likes,16,2026-04-06,https://www.instagram.com/reel/DWzZhHeAgIK/,2026-04-06T20:10:44+0000,Calling all the “just one bite” people… you’re not surviving this one 😂🥖🔥Napolitano + Mac & Cheese b
cheese_to_share,2026-04,instagram,post,18077143448148150,Cheese To Share,18077143448148150,VIDEO,REELS,comments,0,2026-04-06,https://www.instagram.com/reel/DWzZhHeAgIK/,2026-04-06T20:10:44+0000,Calling all the “just one bite” people… you’re not surviving this one 😂🥖🔥Napolitano + Mac & Cheese b
cheese_to_share,2026-04,instagram,post,18077143448148150,Cheese To Share,18077143448148150,VIDEO,REELS,shares,0,2026-04-06,https://www.instagram.com/reel/DWzZhHeAgIK/,2026-04-06T20:10:44+0000,Calling all the “just one bite” people… you’re not surviving this one 😂🥖🔥Napolitano + Mac & Cheese b
cheese_to_share,2026-04,instagram,post,18077143448148150,Cheese To Share,18077143448148150,VIDEO,REELS,saved,0,2026-04-06,https://www.instagram.com/reel/DWzZhHeAgIK/,2026-04-06T20:10:44+0000,Calling all the “just one bite” people… you’re not surviving this one 😂🥖🔥Napolitano + Mac & Cheese b
cheese_to_share,2026-04,instagram,post,18124249630607360,Cheese To Share,18124249630607360,IMAGE,FEED,reach,213,2026-04-03,https://www.instagram.com/p/DWrEfqiEZZM/,2026-04-03T14:32:15+0000,"Come enjoy lunch with us 😋🍽️
Available Monday to Friday from 11:00 am to 3:00 pm!

#flatbread #soda "
